p_used,rbo_globals,rbo_locals,rbo_ids
0.95,0.9664526363941908,0.6880405671778226,0.336179100240464
0.95,0.9537403151056424,0.7362823346212429,0.4057010162210466
0.95,0.9469813300481668,0.590498141807047,0.4040544295364028
0.95,0.9724717397007012,0.8793400200534329,0.7509693901190172
0.95,0.9647890524726964,0.8361017507221085,0.5366074987003433
0.95,0.9817631801099308,0.885034276130188,0.9411471527321896
0.95,0.9764111167412364,0.8065648091302856,0.7649273409357237
0.95,0.8796909823553306,0.5129657333786507,0.3240290634299278
0.95,0.9059004020236732,0.6860504825204043,0.5264781988722723
0.95,0.9572200969951288,0.7921992902690315,0.4063093727490767
0.95,0.9958929078472284,0.969961385038396,0.9626568011371452
0.95,0.9400821465873596,0.7351258751644493,0.6907462575817284
0.95,0.949375174081512,0.6617452950952034,0.6382699392379345
0.95,0.9394396345716556,0.7712481665299457,0.4536162621822246
0.95,0.9524246283541372,0.7719463523539348,0.3799937413435679
0.95,0.9817032512687788,0.9191756462600776,0.9194478708537814
0.95,0.963547277592429,0.7458596528030721,0.5400414171875663
0.95,0.9868271054456068,0.928123727152457,0.9083700105293628
0.95,0.9484836082261956,0.829708736410131,0.7556866883781498
0.95,0.998861636902132,0.9899152645049112,0.9950090028372226
0.95,0.9617681418107028,0.8030684459090016,0.5814659036685349
0.95,0.9753450500391264,0.7944542282686317,0.2827131572647799
0.95,0.9721581456887431,0.837272850956113,0.3344349728401219
0.95,0.9855950553230076,0.8903936310538267,0.9207864426194808
0.95,0.9730191739280154,0.8898024324412304,0.8478660713268478
0.95,0.9377111758114868,0.7144077066406678,0.539479265267578
0.95,0.9604549978157558,0.6664380751387747,0.630958765351314
0.95,0.968153130258882,0.7282697528508131,0.6947454607496957
0.95,0.9717795162297516,0.8718903529791286,0.7435034508386352
0.95,0.984771731123664,0.8925015905890251,0.7363916904766526
0.95,0.9768730159506436,0.9246523102020238,0.5192700839714414
0.95,0.9791793683385018,0.8643021511226753,0.5360331913619034
0.95,0.9748196276932268,0.9334425310415287,0.8120841881544628
0.95,0.996204227257533,0.9726552801877968,0.9731094279927082
0.95,0.9622250700570952,0.7725896020190268,0.4851112334311965
0.95,0.9898943545054713,0.8933907164037033,0.8465474070609839
0.95,0.9573391360453464,0.8180319626421565,0.5318591205174075
0.95,0.958382118198644,0.8393187692383113,0.7492137633279823
0.95,0.9661976698889722,0.8333116100116366,0.7860136093570977
0.95,0.9937668073492424,0.9600741278694084,0.9694865637291078
0.95,0.9602322608314028,0.8003933850632692,0.2366825792077155
0.95,0.9822826846905844,0.824164091975852,0.8403756898951518
0.95,0.941735153412372,0.771896509127898,0.2557934452402603
0.95,0.9931045560204216,0.960792945612996,0.9519891899554088
0.95,0.9840098107415703,0.8665845741674698,0.4497556076947862
0.95,0.8436917231427356,0.4348160915922737,0.178782456411475
0.95,0.9750383673769578,0.8656879604996476,0.7153730636558898
0.95,0.9754951921375452,0.8575784548987778,0.819176405570645
0.95,0.9334039759560692,0.6672682427883929,0.6871871683898361
0.95,0.9546050688869036,0.7438636728067498,0.7122297098674027
0.95,0.97190542697023,0.7408985860346333,0.3889246731465372
0.95,0.889178874484688,0.5435847200597749,0.3822792399853856
0.95,0.9779127027192704,0.8183848463467414,0.7748628720204513
0.95,0.9227800595480248,0.5967200073662136,0.556494645102464
0.95,0.9946631195978196,0.9569845499294968,0.9099926007464982
0.95,0.986358468623492,0.9244630623134258,0.9174677913705416
0.95,0.965482726060816,0.8229779873060019,0.6264599776217975
0.95,0.9946500145716808,0.9588462659360056,1.0
0.95,0.9687483864883418,0.8192030306794279,0.7414071947182724
0.95,0.9974021149631604,0.9584338394105664,1.0
0.95,0.9695674127580012,0.8642170759605478,0.8350398520462247
0.95,0.9870867057456004,0.9223943053506816,0.7849716945554512
0.95,0.885066043868957,0.6532833859608438,0.4227495849612429
0.95,0.9943761538950622,0.9628896295985908,0.9572049387872974
0.95,0.9744748325875188,0.7529635447709124,0.8716199941752993
0.95,0.9340096921894532,0.8070405634484098,0.5608901840895874
0.95,0.9366539015256774,0.761256569952326,0.7642724720641182
0.95,0.9744627172526212,0.7537539692153699,0.7334617590957472
0.95,0.9755686718497774,0.8306396418205629,0.7873147190601136
0.95,0.9530064839343728,0.573918901062083,0.2168263323902524
0.95,0.94710023840866,0.7608256869092043,0.6067477225589853
0.95,0.9403633244457268,0.4190332206749749,0.2865042889479338
0.95,0.9622470145340416,0.7235160785823278,0.3690781313707428
0.95,0.9855168489634138,0.8385532628856416,0.2487701434221703
0.95,0.918085793384488,0.7121125575462952,0.5667445966555982
0.95,0.8994724386117661,0.5933927521135796,0.3181938970041159
0.95,0.9320715141728688,0.6900566375708314,0.3458076429456009
0.95,0.98941243999272,0.9012448616768184,0.9057981686070052
0.95,0.9860404174679074,0.855476481268106,0.9215186818433992
0.95,0.9868893288653112,0.9172582989668284,0.7706841102859161
0.95,0.9799741346235268,0.9053197754134664,0.8345437893759559
0.95,0.9403687196829568,0.71406142987945,0.6081797829966191
0.95,0.9850745851681828,0.9544837323773976,0.90580348989684
0.95,0.9489258838591272,0.7531288692310003,0.4633202925717807
0.95,0.964266034554248,0.8545932708963914,0.6801112039205625
0.95,0.9655778469705654,0.7871994630210501,0.7277925118726785
0.95,0.9652496545353484,0.8152316658947364,0.7052509805735221
0.95,0.9719490834439288,0.7543816788593317,0.7321703314426856
0.95,0.968721045386674,0.7392425951045924,0.6168170293309602
0.95,0.909575793245512,0.5673410286008618,0.3482552901955339
0.95,0.9917831348058452,0.9112049976858164,0.858323551824683
0.95,0.969190223943301,0.8683759461932579,0.6980854107789233
0.95,0.9641807801444116,0.6776019396327299,0.7428564926013089
0.95,0.9314278110188032,0.8072819233237831,0.3798093664135752
0.95,0.9661733303632368,0.8266027310970376,0.8320428339752962
0.95,0.9800860113602616,0.849583622673388,0.8969861891434305
0.95,0.9825527391751724,0.8607283132909037,0.863955922378391
0.95,0.957055350953932,0.6293265903674343,0.2447041958302348
0.95,0.9982865580253116,0.9744479082849412,0.9711969340046064
0.95,0.9553999115029465,0.8154396865440632,0.5035630418424492
0.95,0.9958874150530534,0.9469737638884648,0.8929764563147831
0.95,0.9822171600604818,0.7519740976296747,0.2429326624474244
0.95,0.9872126653662828,0.8719576322342806,0.8999886928420602
0.95,0.9668085840742916,0.8184665253430319,0.5384036186229351
0.95,0.9752725822489428,0.8557004872188503,0.4294410651502556
0.95,0.8988233832918686,0.5284889598222404,0.380333623985084
0.95,0.967593625018449,0.794675921590942,0.7472128296222545
0.95,0.973117358869791,0.8131729533610487,0.4947442867041837
0.95,0.8709686456340116,0.5743310585287638,0.2696058980634507
0.95,0.9364204888088858,0.7009039030880838,0.6130032856045348
0.95,0.9759368902913832,0.8824576002203347,0.7775071672433641
0.95,0.9753101797415504,0.8708467617136584,0.7180235968737292
0.95,0.954897934801535,0.6024287859425013,0.254884781409724
0.95,0.8937954556762673,0.6799465565404987,0.4715662295090633
0.95,0.95889672763935,0.7157097778610048,0.5002485923658799
0.95,0.8664356842510401,0.5040918084888589,0.3625362206820234
0.95,0.941173625725466,0.7406806134906017,0.3299767638101587
0.95,0.9577111194355724,0.6807689942707288,0.5938765584375456
0.95,0.9818917447804184,0.8954156915432745,0.754939203251375
0.95,0.9584287522855766,0.744653992942623,0.5847274166180713
0.95,0.9617774364443524,0.8364410344199829,0.799777331042875
0.95,0.9558335615149034,0.6459199497167261,0.3787034909689467
0.95,0.9880566129595888,0.8601813085816368,0.4854979264241408
0.95,0.9727043130942136,0.7886364784549567,0.6833521372308066
0.95,0.9618971370709496,0.7477805878144534,0.1898932243910051
0.95,0.9454562825674804,0.7463072956733465,0.460759556573866
0.95,0.9424498580477444,0.704761010892359,0.4402580153239282
0.95,0.926411052037883,0.7109720094871695,0.5961514091338265
0.95,0.9403991216915238,0.8282756247414957,0.4310003621550056
0.95,0.9695306234257604,0.8712692359168541,0.212916600468235
0.95,0.9579207044311456,0.8334280150873448,0.5958470003564108
0.95,0.989875600038274,0.8891504236220473,0.8646402127291499
0.95,0.9802421450297036,0.8648551383389378,0.8657003677848086
0.95,0.9875558229388544,0.905544158761291,0.5870362050621419
0.95,0.9613131703155388,0.7778855111911416,0.5748590548900218
0.95,0.883870484201679,0.5514758085205009,0.1348737592455843
0.95,0.9695755998725452,0.8670920233341531,0.8328296226729404
0.95,0.9510362162237276,0.8268113885463301,0.3122204023407509
0.95,0.990834073721244,0.946367002923852,0.9797590714327395
0.95,0.9942815105801072,0.938855682467974,0.95470804114424
0.95,0.9856235385123648,0.9318646428709192,0.938667407554098
0.95,0.9715553229190126,0.850925581477079,0.758197863776427
0.95,0.949324426858234,0.6802561548298552,0.3428746215548915
0.95,0.9285572309545932,0.701427746528702,0.2097807718847378
0.95,0.9687656897059348,0.8617312716315539,0.845406639061786
0.95,0.9822605933427856,0.8971157395633901,0.7541599230288935
0.95,0.9733461295345832,0.8001004920771547,0.483540465405823
0.95,0.9910067631073542,0.8884083064192465,0.7551121485966479
0.95,0.9894374606567912,0.8699541072895232,0.6533464308968727
0.95,0.9748903157054832,0.8292249887047081,0.4803049342209112
0.95,0.9559953992192362,0.6395951019983704,0.5925157364005573
0.95,0.9693080298760186,0.8143211585384252,0.4292858924553496
0.95,0.9849377793199392,0.870988030064614,0.9293344654273628
0.95,0.9891750993710072,0.9232581809987996,0.9349116585768366
0.95,0.9198872431281576,0.5535626859679208,0.5170227666952296
0.95,0.9401916667410708,0.5700305947405888,0.8215256829552124
0.95,0.9691856666100634,0.779417604889113,0.5580330358481128
0.95,0.9840985407472383,0.8598193372274194,0.5324280358996298
0.95,0.9785830613028248,0.9373893607133986,0.8842811837873992
0.95,0.9838181560726148,0.8666558922337444,0.9044809972262412
0.95,0.9698186432559875,0.7421933339522417,0.4719656740506606
0.95,0.985848762570032,0.8688245056408759,0.7748143750667005
0.95,0.9644747444501256,0.837172172421683,0.9169349755603226
0.95,0.9346086248917094,0.6684745498241365,0.4571992731974432
0.95,0.9627700148956057,0.7829415671641854,0.368378519922487
0.95,0.9548919124712116,0.7469689918957816,0.3296509821999566
0.95,0.9877015291227637,0.9180829432683736,0.7999199419290307
0.95,0.9368836259148692,0.5300364168454654,0.486442276369725
0.95,0.9794058882558044,0.853000414719815,0.7248370445581703
0.95,0.9393884571833157,0.5396581966734976,0.8587494805817629
0.95,0.9641515534628964,0.7153667128529311,0.4404755714285095
0.95,0.9097669265085896,0.7345708954097586,0.3928219056782198
0.95,0.9406538361122824,0.7508884361510909,0.42078138187057
0.95,0.8799116361561057,0.4079115813585947,0.5508856458394671
0.95,0.99192616401066,0.943597826568105,0.7313806832521882
0.95,0.9693932633319116,0.8063209765508175,0.8170116930986552
0.95,0.9550746639662292,0.7762193756996252,0.6670603805375643
0.95,0.9781067417362018,0.893041029098556,0.7374004857973306
0.95,0.9354798604208744,0.6560148404685081,0.3463090667766443
0.95,0.9266613206984444,0.5995067080059429,0.48342105341199
0.95,0.9633002681610124,0.8541497049057731,0.7754125005710292
0.95,0.965075811207106,0.712909135846785,0.6695852944585075
0.95,0.9661923026551422,0.7800864607646716,0.4764204887847543
0.95,0.9703240671823063,0.8543669806236532,0.7334907246407282
0.95,0.9722564382395232,0.8031443985568311,0.2836011015640437
0.95,0.993264392001571,0.921564175863782,0.8739442108350284
0.95,0.9975062842310928,0.9911718917019208,0.9856986891988152
0.95,0.97910234595122,0.8604472849036711,0.6503944711863046
0.95,0.977506062055608,0.8453472753150114,0.902741035828584
0.95,0.9456192944477282,0.6978103118793284,0.5459820226697292
0.95,0.9887266449074388,0.9008887526425432,0.9454110324665318
0.95,0.9982786259299696,0.9698987383701598,0.993484549421471
0.95,0.968599054434122,0.8296635938419882,0.5550995299866452
0.95,0.9641031424036028,0.8815560011978196,0.7727173100455218
0.95,0.974926850790896,0.9193664240010132,0.7240753765155764
0.95,0.9892833043067528,0.9203902605644494,0.9349583333333332
0.95,0.9420248145116528,0.7686945270384113,0.6881851856760566
0.95,0.9903277255707428,0.9044582138715848,0.8882173642778864
0.95,0.9822905430935464,0.8842611558024926,0.6913694198191804
0.95,0.9837848564422988,0.9056539590022462,0.8380354649339931
0.95,0.9679488061918756,0.8403225517755831,0.4467122869873261
0.95,0.9965052160294128,0.972577778675847,0.9753850820492572
0.95,0.9594626415647132,0.6344156546001463,0.5150154095669741
0.95,0.981556619301522,0.8676215728048674,0.8547971916191973
0.95,0.9227143070597964,0.6088486396804581,0.2320633963820632
0.95,0.9824426695394004,0.9032849663185368,0.7331550947019791
0.95,0.9362940112661414,0.560859073672952,0.1983147909915245
0.95,0.9761546987084114,0.8168115820470094,0.3795229052655161
0.95,0.972949709681064,0.8603686565811413,0.7161983388954698
0.95,0.9436698556045456,0.6837003156276703,0.5264548912446444
0.95,0.9337861562795596,0.7790524273934725,0.4117515565988977
0.95,0.9019306476230856,0.4906043411499703,0.3148719712883546
0.95,0.9626630835404076,0.752293745357228,0.341538686864012
0.95,0.9768808473011208,0.8570153460767894,0.1482815144528437
0.95,0.9613969160549968,0.819094812915041,0.7746826386672098
0.95,0.9082010035758288,0.6388853811823817,0.1847230473983381
0.95,0.9526074617400316,0.7206321406820211,0.4095513467638729
0.95,0.9600954942208656,0.7991821391589643,0.7257068802008734
0.95,0.9900101569010964,0.9325888269795968,0.930460389313237
0.95,0.9695544809517648,0.7464706011137452,0.8220278869614595
0.95,0.9507870944299328,0.7715249227239467,0.8530229721510223
0.95,0.98952578826492,0.9069542849494956,0.4226049179349561
0.95,0.9920711831703553,0.8404021477441577,0.8380871550360757
0.95,0.9864055333962892,0.8727051276585701,0.8508293405520373
0.95,0.9619516451745642,0.6194847560103969,0.4946582954139161
0.95,0.9725054481991436,0.8454216147123987,0.5960392898662299
0.95,0.9581598456448998,0.7910567631447811,0.6925296055457312
0.95,0.9993884121804516,0.994973721257376,0.9976169066139864
0.95,0.9518959066378492,0.7427968115780763,0.5961065001916291
0.95,0.931904033505296,0.7986620475281943,0.3681735494941089
0.95,0.9946083571675336,0.9532302296356692,0.9888389929193194
0.95,0.976584416301466,0.8868730114762848,0.8394496693330277
0.95,0.9961120972415456,0.9194348882709392,0.9330781083195682
0.95,0.9382739821699612,0.6150329215585518,0.538276534475197
0.95,0.9360738678962456,0.6866300319341414,0.3778117769337397
0.95,0.9632233864767458,0.7748568796205395,0.591601008608017
0.95,0.9542044716742728,0.7694491051486564,0.3558814127910556
0.95,0.94445883316093,0.7268000767722915,0.4973567040512151
0.95,0.9550080569750296,0.7211549496342904,0.4717820362443956
0.95,0.980740322851868,0.8592268088935349,0.8201318686813894
0.95,0.957717457241003,0.8552963395823725,0.6650578145190357
0.95,0.970959720816572,0.8316324855572996,0.85626183039046
0.95,0.9068689759688452,0.5960415807683805,0.4973298909566089
0.95,0.966643616358156,0.8367590846906089,0.1914082325549264
0.95,0.9846819180877407,0.812182575047011,0.460803717273825
0.95,0.9744714513306144,0.8332847630556827,0.7582556173084666
0.95,0.9544139319432614,0.7354188703224787,0.4772384266336727
0.95,0.9540058899617988,0.7858154770272756,0.6845392546339102
0.95,0.936765864604662,0.8512804781038361,0.2881451119578574
0.95,0.9273131861948654,0.6013296457223531,0.4542716048992824
0.95,0.93086750124276,0.8041774615513895,0.5534609253798003
0.95,0.9626766315251358,0.6006692271821554,0.7116410272988999
0.95,0.9451695215914224,0.744315828466562,0.6463318937393248
0.95,0.9623467444815842,0.7797239132740674,0.3354647305723044
0.95,0.9827778283476666,0.8883568113312308,0.91768460962839
0.95,0.9628922396115752,0.7617361845274664,0.7281155263833742
0.95,0.9632293088024152,0.8623744969775614,0.811759117173604
0.95,0.9588592277842056,0.767040948972402,0.6231122122755749
0.95,0.9295649358295964,0.5041878445524001,0.2610454882275208
0.95,0.9661848576013324,0.8960555791157852,0.5471147217160213
0.95,0.982685092552092,0.7981549519084984,0.499963622082236
0.95,0.9390417103642182,0.7604844019459226,0.3536151692624419
0.95,0.9758928936533106,0.8372342904192351,0.6353721217434101
0.95,0.9887017673954174,0.8723673849263736,0.4013885966609978
0.95,0.9374638417833634,0.7409204496552184,0.6076946118942785
0.95,0.9713958312008748,0.8424757104452039,0.53003028970364
0.95,0.90772615563556,0.5699092953461613,0.5817212705839386
0.95,0.937169404272252,0.6749642476501159,0.4500806919356641
0.95,0.9359978295419618,0.6457351590999624,0.6801265331113417
0.95,0.9507191195645104,0.7843981320649562,0.3003686529421321
0.95,0.968793250136768,0.7428969836928214,0.6978596862907499
0.95,0.9738116482239214,0.7827982549237168,0.795207406318585
0.95,0.9894717317560195,0.923800635521006,0.8286436326638342
0.95,0.9469076940911602,0.6650200206431893,0.5467591832194213
0.95,0.9883312455264256,0.9146232619552004,0.942505196875998
0.95,0.9806764215599306,0.877428493480775,0.7257219534047511
0.95,0.9521573994426707,0.7605694171096714,0.4354811977519012
0.95,0.9053784544327196,0.5040966947966319,0.1436482917138018
0.95,0.9983293982674558,0.9856744299387948,0.9995602787185696
0.95,0.9868970032338268,0.9250925431821444,0.8979442532656635
0.95,0.9859627310018632,0.8556324797514708,0.5535705979029459
0.95,0.9528918671503626,0.7659742688783807,0.7660287338450887
0.95,0.9868065415231552,0.8773348451258969,0.8654596273393232
0.95,0.9709725048359348,0.8527630689167678,0.774464633701198
0.95,0.9636643810871532,0.7325756993912285,0.3864794556074086
0.95,0.9737122806563911,0.8817792484956513,0.7412795700779429
0.95,0.9902623160000876,0.9079552747460532,0.7374706352611703
0.95,0.9274734916816056,0.6084030951746797,0.4389051749107814
0.95,0.9533791584636268,0.8167691755353861,0.6224110935323011
0.95,0.9711246201345196,0.8318389644623964,0.8644752008999004
0.95,0.9582555720978586,0.7513215503767714,0.3440003206372196
0.95,0.9905655340929024,0.9303334956871356,0.9020170869168732
0.95,0.9751072828689492,0.8764033765882638,0.4815073288878214
0.95,0.9752801726140584,0.8599941481536426,0.8666415362480716
0.95,0.9302031633654096,0.7360223907815353,0.5479462734805084
0.95,0.9796537764256504,0.8339250376940124,0.4385883926909291
0.95,0.9649658426855036,0.8299149267438304,0.7513203800188447
0.95,0.9841784435460752,0.931262517230606,0.9367552193499752
0.95,0.9785123658679348,0.8678957342058283,0.2685065643497197
0.95,0.9674884538919316,0.8795721033179993,0.8241225317031033
0.95,0.936671290501898,0.6905046155002907,0.214122367305664
0.95,0.9582056692621976,0.5966512788193149,0.5597271592702258
0.95,0.9866431708425354,0.8911887274075914,0.3977341721703523
0.95,0.9707544039856832,0.8534429122672189,0.7958159343201628
0.95,0.9305237977216346,0.7297498824070472,0.5564218557049642
0.95,0.8290197286506955,0.5032461857251987,0.426363893148822
0.95,0.8633264780742473,0.4856096287715075,0.1599974179889312
0.95,0.9297182341119808,0.7326796189170568,0.5509782435011794
0.95,0.9508249610646138,0.7339581271293436,0.6423810215386903
0.95,0.964998797731586,0.7396519166859876,0.3483902076975251
0.95,0.8972480339912153,0.7108143589812528,0.6456208735681955
0.95,0.99188962823517,0.930097400830484,0.794217948223559
0.95,0.986033354750911,0.8880812565187096,0.8196554830340339
0.95,0.974949193279061,0.8641421264745893,0.5560298128979576
0.95,0.984157101404369,0.8522519449865588,0.680754170580853
0.95,0.9688577599887264,0.8045663472370975,0.4474802739971272
0.95,0.9715460470582136,0.8434131416222406,0.7415069144525063
0.95,0.988789939513576,0.8896812309146875,0.9264066955343684
0.95,0.9625127964127588,0.8153598467699248,0.6640522542554803
0.95,0.9714526634501058,0.7400416806254725,0.4064200137895137
0.95,0.9312332016471312,0.7106739486924714,0.277932549917276
