p_used,rbo_globals_0,rbo_locals_0,rbo_globals_1,rbo_locals_1,rbo_ids
0.95,0.8509911105817771,0.436353269829462,0.8585940443069797,0.7196258290977423,0.43981772722027046
0.95,0.8748970662783618,0.4979468004293334,0.8890815327573108,0.7823790666997643,0.63535814582691
0.95,0.7685030271131281,0.15184930895408047,0.7976787639899883,0.6411705976658623,0.2699140138528173
0.95,0.8679792026500608,0.6383629088384342,0.8832294963297969,0.8208953858230761,0.3362752549971502
0.95,0.8820358490246041,0.4013220188003037,0.8814303154126628,0.7592081792592564,0.2525786754872257
0.95,0.8477221082487172,0.4798081155941145,0.8547440236889678,0.7148883161045059,0.27284381609032105
0.95,0.880842932338985,0.32616982774495806,0.8818148542589218,0.7576945801114249,0.6899169248843192
0.95,0.8934981531479954,0.5532933144562557,0.8911486772102752,0.7906682225481297,0.3740388358404503
0.95,0.855639517589611,0.35142359169899384,0.8663170124668564,0.7245052874163243,0.2972080339702967
0.95,0.8774733444175046,0.27326517466337197,0.8785213128473404,0.7488806558352313,0.5915858161950228
0.95,0.8444880191052895,0.31193728481580535,0.8494641246945273,0.6871565840923682,0.4166911324391122
0.95,0.8740279891204326,0.3583428373034625,0.8768271202807849,0.747880703592082,0.2701218833901502
0.95,0.8719892498172047,0.28662293477251966,0.8746737728773727,0.7389722887064487,0.39958986152645426
0.95,0.8641243734382994,0.23457655055673865,0.869082706944392,0.7237638561054477,0.3307507773864125
0.95,0.910856797383618,0.7427512929755173,0.9015179483044569,0.8231876928961118,0.5551685390779822
0.95,0.8823085297662558,0.3451874262243656,0.8812714263910405,0.7578419154441131,0.44880231722531194
0.95,0.8853675302709104,0.5514769412365618,0.8853971125233424,0.7778909295580027,0.4513606395029432
0.95,0.8818513369835934,0.42971937794994597,0.8847924937816448,0.7715533172868088,0.2555213081757691
0.95,0.889599887322229,0.692032419941916,0.9049103088572519,0.8442698497624034,0.33208656589050856
0.95,0.8603023175310112,0.3963012523368435,0.8717841686969646,0.7368654484965457,0.2460318047177018
0.95,0.8893986661505261,0.5843682718837082,0.8938256941026204,0.7974282717139779,0.4954735897018184
0.95,0.8973727227691314,0.6406452672289504,0.8897132263425812,0.788337185201415,0.3872571389719251
0.95,0.916532093485401,0.6903845637745004,0.9380738231542616,0.9130823684748622,0.21093885322206715
0.95,0.8805836754953029,0.3992584829646369,0.8749084593218114,0.7381940229543522,0.6127147707764501
0.95,0.8812061362375512,0.3913982999530419,0.8853178472210258,0.7726885219253151,0.4586565429179265
0.95,0.8849256130340053,0.41463506744696177,0.8843532723079806,0.7689865070019086,0.12847441131059675
0.95,0.8860364859331226,0.603019101580149,0.8867298798019877,0.7901184607988303,0.5255849629818883
0.95,0.8390475887015679,0.5708105162550192,0.8540781964752341,0.760202166584628,0.5311653101766671
0.95,0.8801853629726947,0.5334470106936751,0.8928696116688569,0.787415184236189,0.39088678078887035
0.95,0.8223813616541713,0.6652901155262604,0.8350264159690416,0.7626733489598524,0.47641941641492935
0.95,0.8838145299216791,0.5116625440425387,0.8840402469768852,0.773078971885042,0.18008878155470937
0.95,0.8804639673904179,0.3549570482601907,0.8810426461000751,0.7559210831651573,0.7026273979764774
0.95,0.8798578620694713,0.36325982301313753,0.8787372920694119,0.7501501133203977,0.4823147970387008
0.95,0.8948129945255401,0.6338675751973694,0.8954582033373943,0.8072584723833037,0.6673991467058212
0.95,0.8936954021993535,0.6378532310574382,0.877654173029184,0.7326610858786287,0.1920283737689612
0.95,0.8643918600870839,0.19267738766502338,0.8729743292637909,0.7351850532124744,0.16588713762677593
0.95,0.883221043450193,0.6115535326291995,0.8718131181022545,0.7582485550421985,0.4308099616107748
0.95,0.8776503423134558,0.5614271712135258,0.8851869841264092,0.7828853084811213,0.364676990001545
0.95,0.8784123158188489,0.40269878195950876,0.8715487040806378,0.7183509369114568,0.3996676647648186
0.95,0.8821514858335517,0.566471482662188,0.8855654036261853,0.7810996479454112,0.1884310023174093
0.95,0.8606649747966144,0.3186647084258946,0.8822518084771117,0.7605049840287239,0.2984102381498662
0.95,0.8057741166679394,0.28587610070894054,0.8495169232271872,0.6912263968899913,0.29115310981646814
0.95,0.885882493065787,0.4622824572558854,0.8768494120595595,0.7439828065053296,0.4145225641280898
0.95,0.8817299130757827,0.5507571382901797,0.8814032231399532,0.7466897542031088,0.7232931817398003
0.95,0.8843709328926689,0.4770580172489356,0.884722368956122,0.7719492931557929,0.5503665064222145
0.95,0.8781724516167252,0.31115059630457786,0.8797869729233891,0.7510871030672032,0.40168622540787174
0.95,0.8806020881341508,0.6766111974367022,0.8970487428137379,0.8235499840275355,0.6892339065775247
0.95,0.9064526100760394,0.6861153137516262,0.9216149680210524,0.8767942017203404,0.17444354220442534
0.95,0.9092865254325992,0.6042591809356406,0.9034991756137178,0.8219336094243532,0.2292671824019024
0.95,0.8734978763859155,0.4425309474877778,0.8726571914242696,0.7056877739798479,0.6580044835787234
0.95,0.9080560717554044,0.5843192625006082,0.8944451578901469,0.7924927591305945,0.27142252980371784
0.95,0.8657040291248821,0.5016415558894832,0.8985820022047332,0.797266194145113,0.2941221207483417
0.95,0.8797953091452716,0.6228953103135805,0.8989186797201562,0.7993347359113635,0.3551862824910198
0.95,0.8167265312479591,0.3119755526460754,0.8427950817886538,0.6975477613156041,0.20718219161289395
0.95,0.8943476321046816,0.6470766556193198,0.8936467652084961,0.8097989422491506,0.5356960671967038
0.95,0.865260798547876,0.3253537856400562,0.8725382032076545,0.7376312259128671,0.4380667832635118
0.95,0.8893778653912048,0.5261130338180784,0.8902631706483646,0.788831069002448,0.4619556561612668
0.95,0.890547101641091,0.6092557939180361,0.882818035070482,0.7710353293024668,0.6795685210268121
0.95,0.8789331859665778,0.38083289638689977,0.8846722080098239,0.7713594310820551,0.2659172057584734
0.95,0.9151214939492764,0.7346265214826271,0.9039427812050379,0.8287451144788919,0.5933729068615317
0.95,0.886470162277612,0.44000761792201215,0.8841647916349017,0.7680009777902427,0.7507560570609965
0.95,0.8973075320250083,0.7327164153767544,0.8871161763236898,0.7988345708273283,0.19878768264248448
0.95,0.8565576938448275,0.2727017566745081,0.8667055716655747,0.7212535262918769,0.310747775800035
0.95,0.8834136762148577,0.4659415435625348,0.8747625971038273,0.7338284188964377,0.3607683808215328
0.95,0.8724837803767053,0.36827513198749195,0.8751479358583149,0.7450093073962367,0.5476201474661101
0.95,0.8973975748478844,0.6217589801121836,0.8918016380654031,0.7938503493416437,0.17835157698456927
0.95,0.8808283384965176,0.4644280899613224,0.8893511184117774,0.7803931839266717,0.6336655495627427
